end_id	source_record_id	source_end_id	source_id	species	sample_id	assay	evidence_class	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	intensity	category	associated_gene	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4266988_r000877	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000876	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000876	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4266988	4266987	4266988	-	-35.22328266	P	SLIV_19210	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4267012_r000878	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000877	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000877	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4267012	4267011	4267012	+	12.67062172	P	SLIV_19205	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4269554_r000879	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000878	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000878	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4269554	4269553	4269554	-	-15.23692787	P	SLIV_19225	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4274688_r000880	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000879	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000879	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4274688	4274687	4274688	+	1.410703312	P	SLIV_19245	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4277175_r000881	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000880	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000880	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4277175	4277174	4277175	-	-0.783385204	P	SLIV_19270	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4277251_r000882	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000881	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000881	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4277251	4277250	4277251	-	-0.291000692	S	SLIV_19270	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4278475_r000883	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000882	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000882	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4278475	4278474	4278475	-	-2.342772254	P	SLIV_19275	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4279260_r000884	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000883	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000883	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4279260	4279259	4279260	+	0.470234437	A	SLIV_19275	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4281158_r000885	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000884	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000884	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4281158	4281157	4281158	-	-6.522182108	P	SLIV_19280	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4281875_r000886	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000885	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000885	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4281875	4281874	4281875	+	2.760814897	N	-	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4281903_r000887	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000886	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000886	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4281903	4281902	4281903	-	-5.372946056	P	SLIV_19285	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4284109_r000888	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000887	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000887	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4284109	4284108	4284109	-	-4.606360719	P	SLIV_19300	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4286690_r000889	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000888	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000888	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4286690	4286689	4286690	+	11.90786173	P	SLIV_19305	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4293055_r000890	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000889	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000889	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4293055	4293054	4293055	+	0.723810051	P	SLIV_19325	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4293842_r000891	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000890	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000890	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4293842	4293841	4293842	-	-2.68596474	P	SLIV_19335	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4294019_r000892	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000891	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000891	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4294019	4294018	4294019	+	0.440192717	P	SLIV_19330	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4294464_r000893	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000892	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000892	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4294464	4294463	4294464	+	0.388000923	N	-	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4296181_r000894	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000893	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000893	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4296181	4296180	4296181	-	-15.4994117	P	SLIV_19345	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4300107_r000895	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000894	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000894	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4300107	4300106	4300107	+	1.164002769	P	SLIV_19350	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4322922_r000896	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000895	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000895	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4322922	4322921	4322922	-	-1.746512441	A	SLIV_19460	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4323436_r000897	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000896	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000896	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4323436	4323435	4323436	-	-0.806043566	P	SLIV_19465	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4323773_r000898	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000897	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000897	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4323773	4323772	4323773	-	-7.54437621	P	SLIV_19470	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4324246_r000899	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000898	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000898	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4324246	4324245	4324246	-	-1.32796151	C	SLIV_19470	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4328017_r000900	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000899	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000899	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4328017	4328016	4328017	+	2.208855232	P	SLIV_19485	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4330303_r000901	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000900	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000900	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4330303	4330302	4330303	+	1.111810974	P	SLIV_19490	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4346796_r000902	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000901	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000901	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4346796	4346795	4346796	+	0.343192487	C	SLIV_19565	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4347092_r000903	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000902	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000902	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4347092	4347091	4347092	+	152.3167141	P	SLIV_19565	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4360169_r000904	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000903	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000903	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4360169	4360168	4360169	-	-0.447576075	S	SLIV_19650	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4360255_r000905	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000904	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000904	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4360255	4360254	4360255	-	-0.470234437	S	SLIV_19650	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4360310_r000906	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000905	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000905	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4360310	4360309	4360310	-	-69.1664356	P	SLIV_19650	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4373888_r000907	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000906	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000906	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4373888	4373887	4373888	-	-0.955235591	A	SLIV_19715	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4373964_r000908	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000907	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000907	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4373964	4373963	4373964	-	-0.485001154	A	SLIV_19715	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4405408_r000909	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000908	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000908	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4405408	4405407	4405408	-	-1159.222577	P	SLIV_t19905	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4405977_r000910	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000909	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000909	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4405977	4405976	4405977	+	3.261599342	C	SLIV_19910	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4407124_r000911	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000910	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000910	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4407124	4407123	4407124	-	-1.082277542	P	SLIV_19920	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4407146_r000912	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000911	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000911	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4407146	4407145	4407146	+	2.037004845	P	SLIV_19915	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4411035_r000913	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000912	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000912	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4411035	4411034	4411035	-	-4.11346792	P	SLIV_19935	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_4416016_r000914	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000913	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000913	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4416016	4416015	4416016	-	-3.886884299	A	SLIV_19945	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4419283_r000915	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000914	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000914	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4419283	4419282	4419283	+	3.111390741	P	SLIV_19960	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4420637_r000916	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000915	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000915	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4420637	4420636	4420637	+	0.582001384	P	SLIV_19965	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4424035_r000917	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000916	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000916	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4424035	4424034	4424035	+	6.522182108	C	SLIV_19985	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4424420_r000918	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000917	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000917	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4424420	4424419	4424420	+	15.66642017	P	SLIV_19985	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4427269_r000919	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000918	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000918	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4427269	4427268	4427269	+	2.665339529	P	SLIV_19990	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4427928_r000920	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000919	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000919	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4427928	4427927	4427928	+	4.775669667	P	SLIV_19995	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4429837_r000921	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000920	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000920	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4429837	4429836	4429837	+	3.963259319	P	SLIV_20005	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_4437075_r000922	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000921	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000921	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	4437075	4437074	4437075	+	1.02957746	P	SLIV_20040	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
