end_id	source_record_id	source_end_id	author_tep_id	source_id	species	sample_id	assay	evidence_class	replicon_label	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	abundance	category	associated_gene	folding_free_energy_kcal_mol	average_readthrough_fraction	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3151262_r000609	TEP-0608	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000608	TEP-0608	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3151262	3151261	3151262	+	6.402327474	P	CRV15_13205	-44.49	0.020498827556235374	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3153075_r000610	TEP-0609	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000609	TEP-0609	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3153075	3153074	3153075	+	7.706978986	A	CRV15_13215	-15.02	1.639375620634154	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3172767_r000611	TEP-0610	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000610	TEP-0610	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3172767	3172766	3172767	+	11.68661208	P	CRV15_13290	-6.56	0.7787344900983187	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3174019_r000612	TEP-0611	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000611	TEP-0611	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3174019	3174018	3174019	+	8.396519206	P	CRV15_13295	-18.32	0.024006489211893876	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3176221_r000613	TEP-0612	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000612	TEP-0612	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3176221	3176220	3176221	+	11.42064608	P	CRV15_13305	-10.82	0.20628509493974975	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3179407_r000614	TEP-0613	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000613	TEP-0613	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3179407	3179406	3179407	+	3921.066585	P	CRV15_13335	-10.03	0.04534424898502605	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3179451_r000615	TEP-0614	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000614	TEP-0614	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3179451	3179450	3179451	+	94.84626226	S	CRV15_13335	-26.97	0.053365914218010575	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3179698_r000616	TEP-0615	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000615	TEP-0615	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3179698	3179697	3179698	-	-42.81060092	N	N	-31.36	0.8044350028119198	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3179717_r000617	TEP-0616	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000616	TEP-0616	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3179717	3179716	3179717	-	-17.01468238	N	N	-16.21	0.9717643183246473	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3179739_r000618	TEP-0617	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000617	TEP-0617	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3179739	3179738	3179739	-	-52.61795027	N	N	-19.49	1.1909979302229445	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3182841_r000619	TEP-0618	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000618	TEP-0618	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3182841	3182840	3182841	-	-37.31617202	N	N	-33.87	0.03187791126426501	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3182885_r000620	TEP-0619	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000619	TEP-0619	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3182885	3182884	3182885	-	-89.55815571	N	N	-27.84	0.063478054356221	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3182909_r000621	TEP-0620	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000620	TEP-0620	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3182909	3182908	3182909	-	-55.88122186	N	N	-18.6	0.1652550214019064	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3183842_r000622	TEP-0621	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000621	TEP-0621	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3183842	3183841	3183842	+	9.140238311	P	CRV15_13350	-32.1	0.03586009734147315	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3186382_r000623	TEP-0622	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000622	TEP-0622	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3186382	3186381	3186382	+	3.661131018	P	CRV15_13360	-18.69	0.0401195446184203	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3191004_r000624	TEP-0623	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000623	TEP-0623	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3191004	3191003	3191004	+	18.58529989	P	CRV15_13385	-29.24	0.3967442770831392	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3214348_r000625	TEP-0624	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000624	TEP-0624	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3214348	3214347	3214348	-	-4.455743389	P	CRV15_13480	-38.69	0.210100359897555	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3214390_r000626	TEP-0625	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000625	TEP-0625	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3214390	3214389	3214390	+	19.24255408	P	CRV15_13475	-33.29	0.06463704548415372	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3221193_r000627	TEP-0626	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000626	TEP-0626	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3221193	3221192	3221193	+	1.397687671	P	CRV15_13500	-12.74	0.3885976441378375	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3224519_r000628	TEP-0627	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000627	TEP-0627	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3224519	3224518	3224519	-	-2.139763965	P	CRV15_13520	-43.84	0.05761767741572085	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3224530_r000629	TEP-0628	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000628	TEP-0628	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3224530	3224529	3224530	+	4.420171735	P	CRV15_13515	-18.4	0.097952908349704	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3228314_r000630	TEP-0629	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000629	TEP-0629	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3228314	3228313	3228314	-	-71.54636055	Pre	CRV15_13530	-17.27	0.6868602712428901	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3228356_r000631	TEP-0630	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000630	TEP-0630	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3228356	3228355	3228356	-	-45.41661832	Pre	CRV15_13530	-13.28	0.8428731591140196	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3249249_r000632	TEP-0631	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000631	TEP-0631	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3249249	3249248	3249249	-	-2.827661375	P	CRV15_13610	-15.73	0.12077748029217074	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3259169_r000633	TEP-0632	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000632	TEP-0632	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3259169	3259168	3259169	+	6.046610939	A	CRV15_13650	-14.48	1.2885935528587875	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3259289_r000634	TEP-0633	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000633	TEP-0633	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3259289	3259288	3259289	+	37.03706354	A	CRV15_13650	-23.61	0.3043488162950865	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3259331_r000635	TEP-0634	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000634	TEP-0634	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3259331	3259330	3259331	+	7.584942414	A	CRV15_13650	-10.11	0.26036723624967373	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3259381_r000636	TEP-0635	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000635	TEP-0635	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3259381	3259380	3259381	+	7.620514067	A	CRV15_13650	-18.9	0.23329049597137924	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3259832_r000637	TEP-0636	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000636	TEP-0636	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3259832	3259831	3259832	+	1.59086755	A	CRV15_13650	-14.15	0.34586597556207777	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3263435_r000638	TEP-0637	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000637	TEP-0637	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3263435	3263434	3263435	-	-3.961025859	A	CRV15_13675	-15.41	0.24235352231451252	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3274608_r000639	TEP-0638	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000638	TEP-0638	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3274608	3274607	3274608	+	3.942418627	P	CRV15_13725	-5.12	0.114944993994309	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3278293_r000640	TEP-0639	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000639	TEP-0639	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3278293	3278292	3278293	-	-11.67293327	P	CRV15_13745	-40.22	1.2384282020358854	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3292379_r000641	TEP-0640	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000640	TEP-0640	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3292379	3292378	3292379	+	0.123679382	S	CRV15_13810	-12.64	0.181502296959121	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3292407_r000642	TEP-0641	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000641	TEP-0641	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3292407	3292406	3292407	+	9.580776955	S	CRV15_13810	-20.96	0.167161478919695	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3292451_r000643	TEP-0642	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000642	TEP-0642	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3292451	3292450	3292451	+	46.32123127	P	CRV15_13810	-12.2	0.16249310852681276	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3293462_r000644	TEP-0643	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000643	TEP-0643	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3293462	3293461	3293462	-	-70.47156705	P	CRV15_13820	-35.34	0.21432629070572515	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_3298656_r000645	TEP-0644	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000644	TEP-0644	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3298656	3298655	3298656	+	4.650566078	P	CRV15_13840	-32.91	0.26218554225961427	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3316626_r000646	TEP-0645	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000645	TEP-0645	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3316626	3316625	3316626	-	-5.482392912	S	CRV15_13905	-33.12	1.2645799938966351	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3316673_r000647	TEP-0646	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000646	TEP-0646	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3316673	3316672	3316673	-	-3230.394514	P	CRV15_13905	-14.33	1.5153085988056043	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3319330_r000648	TEP-0647	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000647	TEP-0647	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3319330	3319329	3319330	-	-1412.277339	P	CRV15_13920	-35.85	0.003463174746933637	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3319352_r000649	TEP-0648	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000648	TEP-0648	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3319352	3319351	3319352	-	-23.44929589	S	CRV15_13920	-12.21	0.0043458397506727885	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3319649_r000650	TEP-0649	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000649	TEP-0649	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3319649	3319648	3319649	-	-41.42494924	P	CRV15_13925	-31.67	6.214548424902538	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3320437_r000651	TEP-0650	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000650	TEP-0650	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3320437	3320436	3320437	-	-10.99871467	P	CRV15_13935	-17.83	0.2740283704601525	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3323121_r000652	TEP-0651	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000651	TEP-0651	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3323121	3323120	3323121	-	-3.588344902	P	CRV15_13940	-7.89	0.6669730345934605	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3326229_r000653	TEP-0652	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000652	TEP-0652	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3326229	3326228	3326229	-	-6.593864544	P	CRV15_13950	-11.77	0.1605872252687195	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3328082_r000654	TEP-0653	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000653	TEP-0653	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3328082	3328081	3328082	-	-7.495191875	P	CRV15_13960	-10.07	0.8624239106910703	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_3328375_r000655	TEP-0654	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000654	TEP-0654	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	3328375	3328374	3328375	-	-1.944941276	S	CRV15_13960	-34.5	0.9012621398074695	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
