end_id	source_record_id	source_end_id	source_id	species	sample_id	assay	evidence_class	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	gene_upstream	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2278371_r000476	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000475	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000475	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2278371	2278370	2278371	+	znuA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2279759_r000477	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000476	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000476	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2279759	2279758	2279759	+	yebA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2282338_r000478	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000477	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000477	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2282338	2282337	2282338	-	pykA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2287592_r000479	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000478	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000478	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2287592	2287591	2287592	+	kdgA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2287723_r000480	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000479	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000479	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2287723	2287722	2287723	-	purT	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2291380_r000481	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000480	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000480	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2291380	2291379	2291380	-	Dda3937_03569	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2291743_r000482	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000481	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000481	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2291743	2291742	2291743	-	holE	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2294298_r000483	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000482	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000482	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2294298	2294297	2294298	+	ftnA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2303087_r000484	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000483	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000483	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2303087	2303086	2303087	-	Dda3937_03325	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2306376_r000485	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000484	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000484	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2306376	2306375	2306376	-	Dda3937_03327	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2307231_r000486	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000485	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000485	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2307231	2307230	2307231	-	Dda3937_03328	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2308449_r000487	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000486	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000486	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2308449	2308448	2308449	-	yeaH	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2309721_r000488	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000487	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000487	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2309721	2309720	2309721	-	yeaG	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2313896_r000489	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000488	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000488	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2313896	2313895	2313896	-	yeaD	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2315052_r000490	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000489	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000489	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2315052	2315051	2315052	-	gapA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2316923_r000491	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000490	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000490	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2316923	2316922	2316923	+	yeaA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2317252_r000492	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000491	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000491	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2317252	2317251	2317252	-	pncA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2317291_r000493	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000492	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000492	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2317291	2317290	2317291	+	yeaC	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2319097_r000494	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000493	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000493	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2319097	2319096	2319097	-	sppA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2321867_r000495	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000494	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000494	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2321867	2321866	2321867	+	ydjA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2324235_r000496	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000495	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000495	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2324235	2324234	2324235	-	xthA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2331470_r000497	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000496	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000496	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2331470	2331469	2331470	-	hns	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2332956_r000498	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000497	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000497	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2332956	2332955	2332956	+	tdk	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2333398_r000499	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000498	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000498	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2333398	2333397	2333398	-	adhE	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2336152_r000500	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000499	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000499	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2336152	2336151	2336152	-	Dda3937_04578	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2339902_r000501	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000500	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000500	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2339902	2339901	2339902	+	oppA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2343866_r000502	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000501	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000501	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2343866	2343865	2343866	+	oppF	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2348752_r000503	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000502	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000502	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2348752	2348751	2348752	-	yciI	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2350091_r000504	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000503	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000503	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2350091	2350090	2350091	-	yciA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2351328_r000505	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000504	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000504	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2351328	2351327	2351328	-	yciC	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2353547_r000506	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000505	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000505	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2353547	2353546	2353547	-	kdgN	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2354745_r000507	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000506	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000506	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2354745	2354744	2354745	-	trpA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2355532_r000508	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000507	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000507	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2355532	2355531	2355532	-	trpB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2358183_r000509	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000508	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000508	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2358183	2358182	2358183	-	trpD	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2364466_r000510	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000509	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000509	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2364466	2364465	2364466	+	rluB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2367291_r000511	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000510	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000510	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2367291	2367290	2367291	+	sohB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2368265_r000512	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000511	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000511	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2368265	2368264	2368265	+	Dda3937_00584	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2368369_r000513	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000512	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000512	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2368369	2368368	2368369	-	Dda3937_00585	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2369386_r000514	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000513	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000513	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2369386	2369385	2369386	-	yciN	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2372840_r000515	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000514	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000514	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2372840	2372839	2372840	+	topA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2374124_r000516	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000515	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000515	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2374124	2374123	2374124	+	cysB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2392945_r000517	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000516	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000516	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2392945	2392944	2392945	-	add	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2392971_r000518	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000517	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000517	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2392971	2392970	2392971	+	Dda3937_00605	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2395975_r000519	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000518	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000518	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2395975	2395974	2395975	-	ydgA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2406032_r000520	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000519	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000519	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2406032	2406031	2406032	+	ynfK	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2406138_r000521	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000520	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000520	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2406138	2406137	2406138	-	ynfD	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_2406536_r000522	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000521	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000521	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2406536	2406535	2406536	-	ynfB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2409140_r000523	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000522	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000522	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2409140	2409139	2409140	+	yafE	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_2417994_r000524	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000523	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000523	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	2417994	2417993	2417994	+	Dda3937_00081	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
