end_id	source_record_id	source_end_id	author_tep_id	source_id	species	sample_id	assay	evidence_class	published_reference_accession	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	category	associated_gene	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1853205_r000248	TEP-247	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000247	TEP-247	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1853205	1853204	1853205	+	I	HTZ78_08730	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1853586_r000249	TEP-248	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000248	TEP-248	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1853586	1853585	1853586	+	P	HTZ78_08730	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1858064_r000250	TEP-249	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000249	TEP-249	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1858064	1858063	1858064	-	N	-	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1859741_r000251	TEP-250	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000250	TEP-250	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1859741	1859740	1859741	+	P	HTZ78_08755	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1867839_r000252	TEP-251	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000251	TEP-251	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1867839	1867838	1867839	+	S	HTZ78_08785	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1867891_r000253	TEP-252	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000252	TEP-252	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1867891	1867890	1867891	+	P	HTZ78_08785	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1877458_r000254	TEP-253	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000253	TEP-253	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1877458	1877457	1877458	-	S	HTZ78_08860	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1877528_r000255	TEP-254	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000254	TEP-254	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1877528	1877527	1877528	-	P	HTZ78_08860	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1884201_r000256	TEP-255	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000255	TEP-255	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1884201	1884200	1884201	+	S	HTZ78_08880	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1884253_r000257	TEP-256	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000256	TEP-256	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1884253	1884252	1884253	+	P	HTZ78_08880	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1885718_r000258	TEP-257	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000257	TEP-257	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1885718	1885717	1885718	-	A	HTZ78_08885	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1895068_r000259	TEP-258	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000258	TEP-258	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1895068	1895067	1895068	-	P	HTZ78_08920	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1896657_r000260	TEP-259	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000259	TEP-259	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1896657	1896656	1896657	-	P	tRNA24-Gln	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1901553_r000261	TEP-260	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000260	TEP-260	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1901553	1901552	1901553	+	P	tRNA25-Asn	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1911175_r000262	TEP-261	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000261	TEP-261	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1911175	1911174	1911175	-	P	HTZ78_09005	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1946635_r000263	TEP-262	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000262	TEP-262	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1946635	1946634	1946635	-	P	HTZ78_09155	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1947411_r000264	TEP-263	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000263	TEP-263	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1947411	1947410	1947411	-	P	HTZ78_09160	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1956888_r000265	TEP-264	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000264	TEP-264	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1956888	1956887	1956888	+	P	HTZ78_09185	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1965703_r000266	TEP-265	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000265	TEP-265	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1965703	1965702	1965703	+	U	HTZ78_09225	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1973960_r000267	TEP-266	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000266	TEP-266	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1973960	1973959	1973960	-	P	HTZ78_09255	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1992358_r000268	TEP-267	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000267	TEP-267	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1992358	1992357	1992358	+	P	tRNA26-Ile2	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2003210_r000269	TEP-268	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000268	TEP-268	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2003210	2003209	2003210	+	P	HTZ78_09390	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2017267_r000270	TEP-269	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000269	TEP-269	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2017267	2017266	2017267	+	N	-	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_2021453_r000271	TEP-270	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000270	TEP-270	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2021453	2021452	2021453	-	P	HTZ78_09480	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2033660_r000272	TEP-271	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000271	TEP-271	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2033660	2033659	2033660	+	P	HTZ78_09510	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_2039630_r000273	TEP-272	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000272	TEP-272	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2039630	2039629	2039630	-	P	HTZ78_09550	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_2066421_r000274	TEP-273	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000273	TEP-273	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2066421	2066420	2066421	-	P	HTZ78_09675	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_2086030_r000275	TEP-274	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000274	TEP-274	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2086030	2086029	2086030	-	I	HTZ78_09760	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_2109626_r000276	TEP-275	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000275	TEP-275	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2109626	2109625	2109626	-	P	HTZ78_09865	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_2111014_r000277	TEP-276	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000276	TEP-276	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2111014	2111013	2111014	-	P	HTZ78_09870	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2127686_r000278	TEP-277	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000277	TEP-277	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2127686	2127685	2127686	+	U	HTZ78_09930	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2129194_r000279	TEP-278	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000278	TEP-278	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2129194	2129193	2129194	+	P	HTZ78_09935	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2155445_r000280	TEP-279	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000279	TEP-279	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2155445	2155444	2155445	+	U	HTZ78_10075	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_2158751_r000281	TEP-280	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000280	TEP-280	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2158751	2158750	2158751	-	A	HTZ78_10090	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_2168076_r000282	TEP-281	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000281	TEP-281	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2168076	2168075	2168076	-	P	HTZ78_10125	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_2181823_r000283	TEP-282	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000282	TEP-282	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2181823	2181822	2181823	-	P	HTZ78_10195	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_2182666_r000284	TEP-283	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000283	TEP-283	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2182666	2182665	2182666	-	I	HTZ78_10200	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2210395_r000285	TEP-284	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000284	TEP-284	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2210395	2210394	2210395	+	P	HTZ78_10350	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2216119_r000286	TEP-285	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000285	TEP-285	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2216119	2216118	2216119	+	P	HTZ78_10370	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2216173_r000287	TEP-286	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000286	TEP-286	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2216173	2216172	2216173	+	S	HTZ78_10370	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2222194_r000288	TEP-287	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000287	TEP-287	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2222194	2222193	2222194	+	P	HTZ78_10400	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2229057_r000289	TEP-288	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000288	TEP-288	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2229057	2229056	2229057	+	I	HTZ78_10430	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2230466_r000290	TEP-289	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000289	TEP-289	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2230466	2230465	2230466	+	P	HTZ78_10435	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2236492_r000291	TEP-290	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000290	TEP-290	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2236492	2236491	2236492	+	I	HTZ78_10470	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2236577_r000292	TEP-291	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000291	TEP-291	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2236577	2236576	2236577	+	P	HTZ78_10470	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2242324_r000293	TEP-292	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000292	TEP-292	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2242324	2242323	2242324	+	P	HTZ78_10490	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_2249472_r000294	TEP-293	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000293	TEP-293	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2249472	2249471	2249472	-	P	tRNA27-Leu	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2251094_r000295	TEP-294	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000294	TEP-294	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2251094	2251093	2251094	+	A	HTZ78_10540	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2252062_r000296	TEP-295	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000295	TEP-295	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2252062	2252061	2252062	+	N	-	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_2261550_r000297	TEP-296	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000296	TEP-296	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2261550	2261549	2261550	-	P	HTZ78_10600	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2264936_r000298	TEP-297	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000297	TEP-297	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2264936	2264935	2264936	+	P	HTZ78_10610	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_2276237_r000299	TEP-298	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000298	TEP-298	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2276237	2276236	2276237	-	P	HTZ78_10655	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_2287916_r000300	TEP-299	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000299	TEP-299	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2287916	2287915	2287916	-	P	tRNA28-Glu	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2289152_r000301	TEP-300	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000300	TEP-300	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2289152	2289151	2289152	+	P	HTZ78_10735	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_2293326_r000302	TEP-301	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000301	TEP-301	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	2293326	2293325	2293326	+	P	HTZ78_10760	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
