end_id	source_record_id	site_id	source_id	species	assay	evidence_class	published_replicon	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	observed_log	log_average_read_count	observed_transition_stationary	transition_stationary_average_read_count	log_classification	transition_stationary_classification	terminator_score_log	terminator_score_transition_stationary	metadata_conflict_between_conditions	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_405186_r000746	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_405186	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_405186	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	405186	405185	405186	-	1	17705.5	1	5023.736667	primary,	primary,	3.6687652166831	3.6687652166831	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_406333_r000747	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_406333	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_406333	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	406333	406332	406333	-	1	1964.49	1	821.7136667	internal,	internal,	undefined	undefined	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_406665_r000748	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_406665	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_406665	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	406665	406664	406665	-	1	6076.493333	1	1236.433333	internal,	internal,	1.24532315008467	1.24532315008467	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_406890_r000749	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_406890	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_406890	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	406890	406889	406890	-	1	3636.676667	0		internal,		1.82491260898495		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_407122_r000750	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_407122	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_407122	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	407122	407121	407122	-	0		1	732.3816667		internal,		4.30428334776467	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_407245_r000751	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_407245	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_407245	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	407245	407244	407245	-	1	5926.386667	0		primary, internal,		1.09241231355992		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_407290_r000752	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_407290	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_407290	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	407290	407289	407290	-	0		1	1033.138		primary, internal,		1.02893168300363	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_408120_r000753	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_408120	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_408120	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	408120	408119	408120	-	1	11258616.67	1	15182166.67	primary,	primary,	1.24566704294065	1.24566704294065	1	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_408680_r000754	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_408680	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_408680	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	408680	408679	408680	-	1	1782.17	0		primary, internal,		2.77817810786503		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_408980_r000755	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_408980	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_408980	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	408980	408979	408980	-	1	1301.754333	0		internal,		1.26276208030599		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_409314_r000756	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_409314	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_409314	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	409314	409313	409314	-	1	1374.003	0		internal,		1.05128996577914		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_409560_r000757	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_409560	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_409560	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	409560	409559	409560	-	0		1	1339.617667		internal,		1.12153540187353	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_409563_r000758	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_409563	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_409563	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	409563	409562	409563	-	1	1911.15	0		internal,		1.12153540187353		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_410787_r000759	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_410787	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_410787	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	410787	410786	410787	-	0		1	700.9696667		antisense,		1.21514689094172	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_411554_r000760	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_411554	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_411554	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	411554	411553	411554	-	1	1080.009	0		internal,		1.91483623418479		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_412303_r000761	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_412303	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_412303	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	412303	412302	412303	-	1	1930.675333	0		internal,		1.06304497550222		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_413112_r000762	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_413112	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_413112	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	413112	413111	413112	+	1	1743.188333	1	791.251	internal,	internal,	1.48556060065484	1.48556060065484	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_413277_r000763	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_413277	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_413277	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	413277	413276	413277	+	1	2667.18	1	3018.02	primary, internal,	primary, internal,	3.50402984583405	3.50402984583405	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_416199_r000764	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_416199	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_416199	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	416199	416198	416199	-	1	2168.926667	0		internal,		3.12008420107685		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_416201_r000765	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_416201	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_416201	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	416201	416200	416201	-	0		1	1193.836333		internal,		5.25606062775122	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_416738_r000766	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_416738	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_416738	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	416738	416737	416738	-	0		1	2180.656667		antisense,		2.40176821662935	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_416794_r000767	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_416794	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_416794	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	416794	416793	416794	+	1	1400.412667	1	1031.988	internal,	internal,	2.550246556438	2.550246556438	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_417056_r000768	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_417056	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_417056	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	417056	417055	417056	+	1	1849.345667	0		primary, internal,		3.0438043335639		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_417818_r000769	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_417818	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_417818	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	417818	417817	417818	+	1	103151.1667	1	20837.53333	primary, internal,	primary, internal,	3.96952647852455	3.96952647852455	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_418359_r000770	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_418359	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_418359	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	418359	418358	418359	-	1	55536.93333	0		primary, antisense,		12.4806988930055		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_418360_r000771	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_418360	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_418360	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	418360	418359	418360	-	0		1	6604.343333		primary, internal, antisense,		12.4806988930055	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_418663_r000772	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_418663	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_418663	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	418663	418662	418663	+	0		1	980.3633333		antisense,		1.80973309296957	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_419221_r000773	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_419221	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_419221	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	419221	419220	419221	-	1	12595.47	0		primary, internal,		1.08979521002923		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_419222_r000774	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_419222	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_419222	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	419222	419221	419222	-	0		1	1547.213333		internal,		1.08979521002923	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_419394_r000775	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_419394	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_419394	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	419394	419393	419394	-	1	1176.965333	0		internal,		3.15324868646721		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_421180_r000776	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_421180	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_421180	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	421180	421179	421180	-	1	3718.546667	0		internal,		5.61318835472234		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_421341_r000777	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_421341	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_421341	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	421341	421340	421341	-	1	3607.86	0		internal,		1.05511414290214		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_421643_r000778	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_421643	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_421643	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	421643	421642	421643	+	1	2000.336667	0		primary, internal,		1.04329256482667		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_423265_r000779	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_423265	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_423265	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	423265	423264	423265	+	1	2073.303333	0		primary, internal,		2.80489381599462		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_428025_r000780	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_428025	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_428025	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	428025	428024	428025	+	0		1	796.6736667		primary, internal,		1.12892120754988	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_428378_r000781	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_428378	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_428378	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	428378	428377	428378	+	1	2462.379667	0		internal,		2.37300355155405		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_428883_r000782	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_428883	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_428883	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	428883	428882	428883	+	1	3176.883333	1	2562.23	primary, internal,	primary, internal,	1.02848557352059	1.02848557352059	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_429570_r000783	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_429570	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_429570	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	429570	429569	429570	-	1	1470.066667	0		antisense,		2.47923450543323		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_429726_r000784	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_429726	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_429726	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	429726	429725	429726	-	1	4688.576667	1	5623.433333	primary, internal,	primary, internal,	12.7297797367537	12.7297797367537	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_430558_r000785	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_430558	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_430558	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	430558	430557	430558	-	1	1047.089333	0		primary, internal,		4.45290089606115		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_431847_r000786	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_431847	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_431847	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	431847	431846	431847	-	1	1254.824667	0		internal,		1.85528194805234		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_432737_r000787	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_432737	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_432737	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	432737	432736	432737	-	1	3014.876667	0		internal,		1.547061455721		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_433758_r000788	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_433758	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_433758	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	433758	433757	433758	-	1	1102.926	0		internal,		1.42482889984427		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_435035_r000789	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_435035	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_435035	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	435035	435034	435035	-	1	4522.67	0		internal,		1.14013275642432		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_435194_r000790	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_435194	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_435194	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	435194	435193	435194	-	1	5728.266667	1	3054.813	primary,	primary,	1.24702885429699	1.24702885429699	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_435333_r000791	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_435333	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_435333	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	435333	435332	435333	-	1	11226.76	0		primary,		2.45587058466999		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_435335_r000792	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_435335	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_435335	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	435335	435334	435335	-	0		1	4722.543333		primary,		2.45587058466999	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_438267_r000793	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_438267	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_438267	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	438267	438266	438267	-	1	96838.8	1	20091.28667	orphan	orphan	1.12445574140575	1.12445574140575	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
