end_id	link_status	record_id	source_id	species	evidence_class	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	locus	gene_start_1based	gene_end_1based	gene_annotation	tts_counts	three_prime_utr_length	begins_operon	operon_id	pmid	doi	source_table	count_discrepancy_warning
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000388	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3542703	3542702	3542703	-	PA3158	3542740	3543690	UDP-2-acetamido-2-deoxy-d-glucuronic acid	21.0	37	1	2170	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000389	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3543711	3543710	3543711	-	PA3159	3543764	3545074	UDP-N-acetyl-d-glucosamine 6-dehydrogenase	48.0	53	1	2171	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000390	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3548062	3548061	3548062	-	PA3162	3548110	3549789	30S ribosomal protein S1	2096.0	48	1	2174	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000391	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3564326	3564325	3564326	+	PA3173	3563546	3564286	short-chain dehydrogenase	16.0	40	1	2182	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_3569064_r000887	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000392	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3569064	3569063	3569064	-	PA3179	3569106	3570266	hypothetical protein	64.0	42	1	2186	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_3570899_r000889	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000393	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3570899	3570898	3570899	-	PA3181	3570941	3571603	keto-hydroxyglutarate-aldolase/keto-deoxy-	56.0	42	0	2188	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_3575846_r000891	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000394	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3575846	3575845	3575846	-	PA3186	3575912	3577276	glucose/carbohydrate outer membrane porin OprB	36.0	66	1	2191	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_3595867_r000909	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000395	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3595867	3595866	3595867	+	PA3205	3595387	3595827	hypothetical protein	25.0	40	1	2203	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_3617365_r000914	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000396	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3617365	3617364	3617365	+	PA3229	3617044	3617310	hypothetical protein	255.0	55	1	2219	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000397	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3621446	3621445	3621446	-	PA3234	3621505	3623160	acetate permease	17.0	59	0	2223	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000398	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3627405	3627404	3627405	+	PA3239	3626566	3627369	hypothetical protein	6.0	36	0	2226	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_3632730_r000921	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000399	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3632730	3632729	3632730	+	PA3245	3632430	3632684	cell division topological specificity factor	206.0	46	0	2231	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_3645135_r000924	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000400	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3645135	3645134	3645135	+	PA3257	3642964	3645060	periplasmic tail-specific protease	27.0	75	1	2240	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_3649655_r000926	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000401	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3649655	3649654	3649655	-	PA3262	3649705	3650466	FkbP-type peptidyl-prolyl cis-trans isomerase	122.0	50	1	2244	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_3650719_r000928	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000402	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3650719	3650718	3650719	-	PA3262.1	3650722	3650798	tRNA-Asp	1733.0	3	0	2245	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_3652018_r000929	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000403	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3652018	3652017	3652018	+	PA3263	3651056	3651976	recombination associated protein	37.0	42	1	2246	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_3653922_r000932	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000404	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3653922	3653921	3653922	+	PA3266	3653667	3653876	cold acclimation protein B	480.0	46	1	2249	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000405	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3655917	3655916	3655917	-	PA3268	3655986	3658151	TonB-dependent receptor	14.0	69	1	2251	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000406	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3695465	3695464	3695465	-	PA3299	3695511	3697199	long-chain-fatty-acid--CoA ligase	34.0	46	1	2273	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000407	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3697355	3697354	3697355	-	PA3300	3697434	3699122	long-chain-fatty-acid--CoA ligase	26.0	79	1	2274	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_3700827_r000939	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000408	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3700827	3700826	3700827	+	PA3302	3700316	3700786	hypothetical protein	121.0	41	0	2275	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000409	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3710000	3709999	3710000	+	PA3308	3707090	3709942	ATP-dependent helicase HepA	15.0	58	1	2281	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_3710733_r000944	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000410	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3710733	3710732	3710733	+	PA3309	3710225	3710680	hypothetical protein	71.0	53	1	2282	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_3729395_r000945	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000411	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3729395	3729394	3729395	-	PA3326	3729471	3730076	ATP-dependent Clp protease proteolytic subunit	17.0	76	1	2294	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000412	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3751960	3751959	3751960	-	PA3341	3752044	3752478	transcriptional regulator	6.0	84	1	2302	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000413	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3760832	3760831	3760832	-	PA3349	3760897	3761829	chemotaxis protein	10.0	65	1	2309	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000414	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3763165	3763164	3763165	+	PA3351	3762804	3763127	protein FlgM	23.0	38	1	2311	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000415	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3766555	3766554	3766555	-	PA3356	3766617	3767858	hypothetical protein	6.0	62	1	2315	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_3778033_r000958	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000416	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3778033	3778032	3778033	-	PA3366.1	3778034	3778133	AmiL	102.0	1	1	2322	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_3791728_r000960	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000417	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3791728	3791727	3791728	+	PA3385	3791347	3791673	alginate and motility regulator Z	126.0	55	1	2333	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_3802499_r000962	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000418	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3802499	3802498	3802499	-	PA3397	3802567	3803343	ferredoxin-NADP reductase	123.0	68	1	2341	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_3843617_r000965	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000419	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3843617	3843616	3843617	-	PA3435	3843653	3844105	flavodoxin	26.0	36	1	2370	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000420	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3847669	3847668	3847669	+	PA3440a	3847200	3847538	type III effector protein	8.0	131	1	2374	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000421	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3858373	3858372	3858373	+	PA3452	3856749	3858320	malate:quinone oxidoreductase	20.0	53	1	2382	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_3883458_r000970	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000422	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3883458	3883457	3883458	-	PA3471	3883560	3885254	malate dehydrogenase	31.0	102	1	2398	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_3893383_r000974	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000423	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3893383	3893382	3893383	-	PA3480	3893432	3893998	deoxycytidine triphosphate deaminase	62.0	49	1	2406	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000424	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3897436	3897435	3897436	+	PA3482	3895324	3897357	methionyl-tRNA synthetase	9.0	79	1	2408	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_3914106_r000975	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000425	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3914106	3914105	3914106	+	PA3496	3913876	3914055	hypothetical protein	76.0	51	1	2413	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000426	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3915751	3915750	3915751	-	PA3498	3915807	3916763	oxidoreductase	12.0	56	0	2415	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_3944604_r000976	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000427	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3944604	3944603	3944604	-	PA3525	3944662	3945879	argininosuccinate synthase	104.0	58	1	2423	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_3944636_r000977	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000428	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3944636	3944635	3944636	+	PA3524	3944184	3944570	lactoylglutathione lyase	45.0	66	1	2422	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_3948938_r000980	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000429	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3948938	3948937	3948938	-	PA3529	3948991	3949593	peroxidase	177.0	53	1	2426	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000430	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3950808	3950807	3950808	+	PA3531	3950284	3950760	bacterioferritin	28.0	48	1	2428	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_3952016_r000983	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000431	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	3952016	3952015	3952016	-	PA3533	3952061	3952387	hypothetical protein	355.0	45	1	2430	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000432	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4015315	4015314	4015315	+	PA3582	4013685	4015202	glycerol kinase	32.0	113	0	2461	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000433	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4018024	4018023	4018024	+	PA3584	4016441	4017979	glycerol-3-phosphate dehydrogenase	86.0	45	1	2463	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_4037933_r000996	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000434	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4037933	4037932	4037933	+	PA3602	4036265	4037875	hypothetical protein	11.0	58	1	2477	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4051471_r000998	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000435	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4051471	4051470	4051471	-	PA3617	4051564	4052604	recombinase A	211.0	93	1	2488	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_4057515_r001001	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000436	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4057515	4057514	4057515	+	PA3621	4057159	4057482	ferredoxin I	178.0	33	1	2492	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000437	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4057542	4057541	4057542	-	PA3621.1	4057543	4057658	regulatory RNA RsmZ	7660.0	1	1	2493	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000438	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4057861	4057860	4057861	-	PA3622	4057909	4058913	RNA polymerase sigma factor RpoS	24.0	48	1	2494	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000439	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4058934	4058933	4058934	-	PA3623	4059018	4059911	hypothetical protein	29.0	84	1	2495	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4063835_r001014	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000440	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4063835	4063834	4063835	-	PA3629	4063875	4064987	alcohol dehydrogenase	10.0	40	1	2498	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4068630_r001015	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000441	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4068630	4068629	4068630	-	PA3635	4068677	4069966	phosphopyruvate hydratase	219.0	47	1	2502	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4070720_r001018	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000442	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4070720	4070719	4070720	-	PA3637	4070860	4072488	CTP synthetase	52.0	140	1	2503	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4074002_r001022	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000443	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4074002	4074001	4074002	-	PA3639	4074057	4075007	acetyl-CoA carboxylase carboxyltransferase	140.0	55	1	2505	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4078709_r001025	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000444	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4078709	4078708	4078709	-	PA3641	4078808	4080223	amino acid permease	107.0	99	1	2507	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
